,,,,,,,,,,,,,,,,,,,,,,,,,,,Prereq's,150 min. 
WFM Ent,QM 
Trans bot (speech),Non Speech Customers,Rec +
voice capture,Saas has Voice Capture,includes Trans,requires trans,requires trans
"Motorola Solutions, Inc.",Wallingford Police Department,Under 150,,45,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,,,0,,,,,,,,,0
"8X8, Inc.","Spectrum Vision Partners, LLC",Under 150,,45,SaaS,0,0,0,45,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,,,0,10800,5400,,,,,,,16200
"IPC Systems, Inc.",Canaccord Financial,Under 150,,44,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,,,0,,,,,,,,,0
"ISI Telemanagement Solutions, LLC",City of Little Rock,Under 150,,44,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,,,0,,,,,,,,,0
Wilmac Business Equipment Company Inc.,Eagle Commodities,Under 150,,44,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,,,0,,,,,,,,,0
Avaya LLC,State of Connecticut Department of Social Services,Under 150,,43,Perpetual,0,43,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
"ISI Telemanagement Solutions, LLC",Central Michigan University,Under 150,,43,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,,,0,,,,,,,,,0
"Northland Business Systems, Inc.",Scott County Sheriff,Under 150,,43,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,,,0,,,,,,,,,0
Avaya LLC,Capital Metro,Under 150,,42,Term,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,5040,5040
Avaya LLC,Eastman Chemical Company,Under 150,,42,Term,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,5040,5040
Avaya LLC,Community College of Philadelphia,Under 150,,42,Term,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,5040,5040
"BEI Holdings, Inc. (DBA: Business Electronics)",Branford Police Department,Under 150,,42,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,,,0,,,,,,,,,0
"ISI Telemanagement Solutions, LLC",Connally Memorial Medical Center,Under 150,,42,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,,,0,,,,,,,,,0
"Northland Business Systems, Inc.",Wright County Sheriff,Under 150,,42,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,,,0,,,,,,,,,0
Sound Communications Inc.,National Aeronautics and Space Administration (NASA),Under 150,,41,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,,,0,,,,,,,,,0
Sound Communications Inc.,Hocking County 911,Under 150,,41,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,,,0,,,,,,,,,0
"BEI Holdings, Inc. (DBA: Business Electronics)",Newtown Police Department,Under 150,,41,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,,,0,,,,,,,,,0
"BEI Holdings, Inc. (DBA: Business Electronics)",Enfield Police Department,Under 150,,41,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,,,0,,,,,,,,,0
"BEI Holdings, Inc. (DBA: Business Electronics)",Scarsdale Public Safety,Under 150,,41,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,,,0,,,,,,,,,0
"ISI Telemanagement Solutions, LLC",Ector County Appraisal District,Under 150,,41,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,,,0,,,,,,,,,0
"Northland Business Systems, Inc.",University of MN Police,Under 150,,41,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,,,0,,,,,,,,,0
"Northland Business Systems, Inc.",Marathon County Sheriff,Under 150,,41,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,,,0,,,,,,,,,0
"Motorola Solutions, Inc.",North Fulton Regional Radio System Authority,Under 150,,41,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,,,0,,,,,,,,,0
"8X8, Inc.",Rolex,Under 150,,41,SaaS,0,0,0,41,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,,,0,9840,4920,,,,,,,14760
Avaya LLC,Treasure Island,Under 150,,40,Term,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,4800,4800
Avaya LLC,Sacramento Municipal Utility District,Under 150,,40,Perpetual,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,4800,4800
Avaya LLC,City of Norfolk Information Services,Under 150,,40,Perpetual,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,4800,4800
Avaya LLC,Illinois Municipal Retirement Fund,Under 150,,40,SaaS,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
Avaya LLC,GAVS,Under 150,,40,SaaS,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
CBTS Technology Solutions LLC,LAFCU,Under 150,,40,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,,,0,,,,,,,,,0
Sound Communications Inc.,City of Toledo,Under 150,,40,SaaS,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
Sound Communications Inc.,University of North Carolina Greensboro,Under 150,,40,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,,,0,,,,,,,,,0
"ISI Telemanagement Solutions, LLC",Butler Health System,Under 150,,40,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,,,0,,,,,,,,,0
"ISI Telemanagement Solutions, LLC",Trac Intermodal,Under 150,,40,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,,,0,,,,,,,,,0
"ISI Telemanagement Solutions, LLC",Tipmont REMC,Under 150,,40,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,,,0,,,,,,,,,0
"ISI Telemanagement Solutions, LLC",Union Square Credit Union,Under 150,,40,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,,,0,,,,,,,,,0
May Day Communications Inc.,Long Beach Police Department,Under 150,,40,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,,,0,,,,,,,,,0
"Goserco, Inc.",Douglas County School District,Under 150,,40,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,,,0,,,,,,,,,0
Evolve IP LLC,Insight Financial Credit Union Inc,Under 150,,40,SaaS,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
Comstar Technologies LLC,"Design Data Systems, Inc.",Under 150,,40,SaaS,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,,,9600,,,,,,,,,9600
"Motorola Solutions, Inc.",Douglas County School District,Under 150,,40,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,,,0,,,,,,,,,0
Avaya LLC,City of Pasadena,Under 150,,39,Perpetual,0,39,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,4680,4680
"BEI Holdings, Inc. (DBA: Business Electronics)",Holyoke Gas & Electric,Under 150,,39,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,,,0,,,,,,,,,0
Sound Communications Inc.,North Findlay Township Police,Under 150,,38,Perpetual,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,,,0,,,,,,,,120,120
"ISI Telemanagement Solutions, LLC",Saltzer Medical,Under 150,,38,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,,,0,,,,,,,,,0
"ISI Telemanagement Solutions, LLC",City of Longview,Under 150,,38,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,,,0,,,,,,,,,0
"ISI Telemanagement Solutions, LLC",Smith Center for the Performing Arts,Under 150,,38,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,,,0,,,,,,,,,0
Sound Communications Inc.,City of Zanesville,Under 150,,37,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,,,0,,,,,,,,,0
"ISI Telemanagement Solutions, LLC",ALTAGAS LTD.,Under 150,,37,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,,,0,,,,,,,,,0
May Day Communications Inc.,North Bellmore Fire District,Under 150,,37,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,,,0,,,,,,,,,0
May Day Communications Inc.,Setauket Fire Department,Under 150,,37,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,,,0,,,,,,,,,0
"Northland Business Systems, Inc.",Benton County Sheriff,Under 150,,37,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,,,0,,,,,,,,,0
Avaya LLC,State of Washington Department Retirement System,Under 150,,36,Term,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,4320,4320
"ISI Telemanagement Solutions, LLC",City of College Station,Under 150,,36,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,,,0,,,,,,,,,0
"ISI Telemanagement Solutions, LLC",Hunton Group,Under 150,,36,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,,,0,,,,,,,,,0
"Arrow Enterprise Computing Solutions, Inc",Hennepin County,Under 150,,36,Perpetual,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,4320,4320
Avaya LLC,Windsor Casino,Under 150,,35,Term,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,4200,4200
Sound Communications Inc.,Community Health Systems,Under 150,,35,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,,,0,,,,,,,,,0
"BEI Holdings, Inc. (DBA: Business Electronics)",Croton-on-Hudson Police Department,Under 150,,35,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,,,0,,,,,,,,,0
"ISI Telemanagement Solutions, LLC",Collier County,Under 150,,35,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,,,0,,,,,,,,,0
"ISI Telemanagement Solutions, LLC",National Inventors Hall of Fame,Under 150,,35,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,,,0,,,,,,,,,0
"ISI Telemanagement Solutions, LLC",Texas A&M International University,Under 150,,35,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,,,0,,,,,,,,,0
"Motorola Solutions, Inc.",United States Air Force,Under 150,,35,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,,,0,,,,,,,,,0
"Motorola Solutions, Inc.",National Park Service,Under 150,,35,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,,,0,,,,,,,,,0
Sound Communications Inc.,ALSTAR,Under 150,,34,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,,,0,,,,,,,,,0
"BEI Holdings, Inc. (DBA: Business Electronics)",State of Connecticut Capitol Police,Under 150,,34,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,,,0,,,,,,,,,0
"IPC Systems, Inc.",Northwestern Mutual,Under 150,,34,Perpetual,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,4080,4080
"Northland Business Systems, Inc.",Brown County,Under 150,,34,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,,,0,,,,,,,,,0
"Northland Business Systems, Inc.",Sherburne County Sheriff,Under 150,,34,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,,,0,,,,,,,,,0
"SBM Electronics, Inc.",ALSTAR,Under 150,,34,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,,,0,,,,,,,,,0
Sound Communications Inc.,Walker County E-911,Under 150,,33,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,,,0,,,,,,,,,0
"BEI Holdings, Inc. (DBA: Business Electronics)",Travelers Corporate Security,Under 150,,33,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,,,0,,,,,,,,,0
"Northland Business Systems, Inc.",Travelers Corporate Security,Under 150,,33,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,,,0,,,,,,,,,0
"Capture Technologies, Inc.",Simi Valley Police Department,Under 150,,33,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,,,0,,,,,,,,,0
"8X8, Inc.",Brightstar Credit Union,Under 150,,33,SaaS,0,0,0,33,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,,,0,7920,3960,,,,,,,11880
Kova Corporation,Florida Atlantic University,Under 150,,32,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,,,0,,,,,,,,,0
"ISI Telemanagement Solutions, LLC",Allegheny County Airport Authority,Under 150,,32,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,,,0,,,,,,,,,0
"ISI Telemanagement Solutions, LLC",South Orange Village,Under 150,,32,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,,,0,,,,,,,,,0
"ISI Telemanagement Solutions, LLC",Jefferson County Public Schools,Under 150,,31,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,,,0,,,,,,,,,0
"ISI Telemanagement Solutions, LLC","City of Cape Coral, Florida",Under 150,,31,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,,,0,,,,,,,,,0
"ISI Telemanagement Solutions, LLC","Wheatland Electric Cooperative, Inc.",Under 150,,31,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,,,0,,,,,,,,,0
"ISI Telemanagement Solutions, LLC",District of West Vancouver,Under 150,,31,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,,,0,,,,,,,,,0
"ISI Telemanagement Solutions, LLC",Electric Cooperatives of Arkansas,Under 150,,31,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,,,0,,,,,,,,,0
"ISI Telemanagement Solutions, LLC",Thresholds,Under 150,,31,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,,,0,,,,,,,,,0
"Northland Business Systems, Inc.",Goodhue County Sheriff,Under 150,,31,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,,,0,,,,,,,,,0
"Capture Technologies, Inc.",Vancouver Airport Authority,Under 150,,31,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,,,0,,,,,,,,,0
"Motorola Solutions, Inc.",Rio Tinto (Kennecott Utah Copper),Under 150,,31,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,,,0,,,,,,,,,0
Avaya LLC,THE HOSPITAL AUTHORITY OF VALDOSTA AND LOWNDES COUNTY GEORGiA,Under 150,,30,Term,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,3600,3600
Avaya LLC,Midfirst Bank,Under 150,,30,Term,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
Avaya LLC,Transportation Security Administration (TSA),Under 150,,30,Perpetual,0,30,0,30,0,0,30,0,30,0,0,0,0,0,0,0,0,0,0,0,,,7200,7200,3600,,,,,,3600,21600
Avaya LLC,Aquarius Hotel Casino,Under 150,,30,Perpetual,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,3600,3600
Avaya LLC,Samaritan Corvallis CDC,Under 150,,30,Term,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,3600,3600
Avaya LLC,Howard University Hospital,Under 150,,30,SaaS,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
"ConvergeOne, Inc",DriveTime Automotive Group,Under 150,,30,Perpetual,0,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,7200,3600,,,,,,3600,14400
Kova Corporation,Clifton Police Department - NJ,Under 150,,30,Perpetual,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,30,0,0,0,,,0,,,,,,,,,0
"BEI Holdings, Inc. (DBA: Business Electronics)",Manchester Police Department,Under 150,,30,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,,,0,,,,,,,,,0
"World Wide Technology, Inc.",Aetna Life Insurance Company,Under 150,,30,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,,,0,,,,,,,,,0
"ISI Telemanagement Solutions, LLC",Star Financial Bank,Under 150,,30,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,,,0,,,,,,,,,0
"ISI Telemanagement Solutions, LLC",Clark County Water Reclamation,Under 150,,30,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,,,0,,,,,,,,,0
"ISI Telemanagement Solutions, LLC",Norman Regional Health System,Under 150,,30,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,,,0,,,,,,,,,0
"ISI Telemanagement Solutions, LLC",The City of Pembroke Pines,Under 150,,30,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,,,0,,,,,,,,,0
"Northland Business Systems, Inc.",Washington County 911,Under 150,,30,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,,,0,,,,,,,,,0
BusComm Incorporated,Washington County 911,Under 150,,30,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,,,0,,,,,,,,,0
Wilmac Business Equipment Company Inc.,Alberta Investment Management Corporation,Under 150,,30,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,,,0,,,,,,,,,0
"Motorola Solutions, Inc.",Westminster Communications Center,Under 150,,30,Perpetual,0,0,0,0,30,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
"8X8, Inc.",City of Regina,Under 150,,30,SaaS,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
"8X8, Inc.",Texas County & District Retirement System (TCDRS),Under 150,,30,SaaS,0,0,0,30,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,,,0,7200,3600,,,,,,,10800
"BEI Holdings, Inc. (DBA: Business Electronics)",Glastonbury Police Department,Under 150,,29,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,,,0,,,,,,,,,0
"Northland Business Systems, Inc.",Blue Earth County,Under 150,,29,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,,,0,,,,,,,,,0
"Northland Business Systems, Inc.",Wabasha County Sheriff,Under 150,,29,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,,,0,,,,,,,,,0
"Capture Technologies, Inc.",Murrieta Police Department,Under 150,,29,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,,,0,,,,,,,,,0
"Motorola Solutions, Inc.",Madera Police Department,Under 150,,29,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,,,0,,,,,,,,,0
"8X8, Inc.",Marcus Hotels & Resorts,Under 150,,29,SaaS,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
Sound Communications Inc.,Emory University,Under 150,,28,Perpetual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,,,0,,,,,,,,,0
"Northland Business Systems, Inc.",Todd County Sheriff,Under 150,,28,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,,,0,,,,,,,,,0
"Motorola Solutions, Inc.",Imperial County Sheriff,Under 150,,28,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,,,0,,,,,,,,,0
"8X8, Inc.",Kindercare Education LLC,Under 150,,28,SaaS,0,0,0,28,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,,,0,6720,3360,,,,,,,10080
Avaya LLC,City of Portsmouth,Under 150,,27,Perpetual,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,3240,3240
Avaya LLC,CISSAT Hospital Rouyn Noranda,Under 150,,27,Perpetual,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,3240,3240
Sound Communications Inc.,University of Chicago,Under 150,,27,Perpetual,0,26,27,26,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,,,0,6240,3120,,,,,,,9360
"BEI Holdings, Inc. (DBA: Business Electronics)",East Haven Police Department,Under 150,,27,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,,,0,,,,,,,,,0
"ISI Telemanagement Solutions, LLC",Cowley County,Under 150,,27,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,,,0,,,,,,,,,0
"ISI Telemanagement Solutions, LLC",Idaho Department of Fish and Game,Under 150,,27,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,,,0,,,,,,,,,0
"Northland Business Systems, Inc.",City of Gladstone,Under 150,,27,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,,,0,,,,,,,,,0
"Northland Business Systems, Inc.",Meeker County Sheriff,Under 150,,27,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,,,0,,,,,,,,,0
"BEI Holdings, Inc. (DBA: Business Electronics)","Cigna Corporate Services, LLC",Under 150,,26,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,,,0,,,,,,,,,0
"BEI Holdings, Inc. (DBA: Business Electronics)",Department of Insurance,Under 150,,26,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,,,0,,,,,,,,,0
"ISI Telemanagement Solutions, LLC",Bayer US LLC,Under 150,,26,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,,,0,,,,,,,,,0
"ISI Telemanagement Solutions, LLC",Beal Bank,Under 150,,26,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,,,0,,,,,,,,,0
"ISI Telemanagement Solutions, LLC",City of Laredo,Under 150,,26,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,,,0,,,,,,,,,0
"ISI Telemanagement Solutions, LLC",Columbia County Georgia,Under 150,,26,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,,,0,,,,,,,,,0
"ISI Telemanagement Solutions, LLC",Fortis BC,Under 150,,26,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,,,0,,,,,,,,,0
Avaya LLC,Ridgetop Road,Under 150,,25,Term,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,3000,3000
Avaya LLC,City of Tacoma (Telecommunications),Under 150,,25,Perpetual,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,3000,3000
Avaya LLC,National Elev Industry,Under 150,,25,Term,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,3000,3000
Avaya LLC,PANTHERS BRHC LTD,Under 150,,25,Perpetual,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,3000,3000
Avaya LLC,Transit Workers Union Local 100,Under 150,,25,SaaS,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
Sound Communications Inc.,LifeNet Health,Under 150,,25,Perpetual,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
Sound Communications Inc.,Conyers Police Department,Under 150,,25,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,,,0,,,,,,,,,0
Sound Communications Inc.,United States Navy,Under 150,,25,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,,,0,,,,,,,,,0
Kova Corporation,Town of Palm Beach Police,Under 150,,25,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,,,0,,,,,,,,,0
"BEI Holdings, Inc. (DBA: Business Electronics)",Yale University Security Department,Under 150,,25,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,,,0,,,,,,,,,0
"IPC Systems, Inc.",DZ Bank AG,Under 150,,25,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,,,0,,,,,,,,,0
"ISI Telemanagement Solutions, LLC",Rockdale County,Under 150,,25,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,,,0,,,,,,,,,0
May Day Communications Inc.,Manhasset Lakeville Fire District,Under 150,,25,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,,,0,,,,,,,,,0
May Day Communications Inc.,Riverhead Police Department,Under 150,,25,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,,,0,,,,,,,,,0
May Day Communications Inc.,Terryville Fire District,Under 150,,25,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,,,0,,,,,,,,,0
